"";"variedade";"falante";"acento";"estruturafrasal";"modiladide";"repeticao";"escolaridade";"genero";"vogal";"F0";"INT";"DUR"
"1806";"cameta";"BE52";"Oxítono";"pyd";"A";2;"Fund";"M";"V3";1,37438088840229;-1,28076995357443;-1,20786053607271
"1807";"cameta";"BE52";"Oxítono";"pyd";"A";2;"Fund";"M";"V2";2,1478869736894;-1,28076995357443;-0,406138466053448
"1808";"cameta";"BE52";"Oxítono";"pyd";"A";2;"Fund";"M";"V1";-3,73702159792727;-11,2807699535744;0,5
"1809";"cameta";"BE52";"Oxítono";"pyd";"A";3;"Fund";"M";"V4";0,552559974718307;-8,28076995357443;-0,392022912230881
"1810";"cameta";"BE52";"Oxítono";"pyd";"A";3;"Fund";"M";"V3";1,19680441096848;-0,280769953574435;-1,37163823587917
"1811";"cameta";"BE52";"Oxítono";"pyd";"A";3;"Fund";"M";"V2";3,26882152878087;-1,28076995357443;-0,243683079632069
"1812";"cameta";"BE52";"Oxítono";"pyd";"A";3;"Fund";"M";"V1";-3,91672108311748;-13,2807699535744;2,45
"1813";"cameta";"BE52";"Oxítono";"pyd";"I";1;"Fund";"M";"V4";-0,146497669611601;-9,28076995357443;0,294017184173161
"1814";"cameta";"BE52";"Oxítono";"pyd";"I";1;"Fund";"M";"V3";-1,88611385841182;-3,28076995357443;-1,22833274854851
"1815";"cameta";"BE52";"Oxítono";"pyd";"I";1;"Fund";"M";"V2";-2,90877852760545;-3,28076995357443;-0,121841539816034
"1816";"cameta";"BE52";"Oxítono";"pyd";"I";1;"Fund";"M";"V1";-1,9475006676552;-4,28076995357443;0,8
"1817";"cameta";"BE52";"Oxítono";"pyd";"I";2;"Fund";"M";"V4";1,23548451079178;-2,28076995357443;0,751377248442521
"1818";"cameta";"BE52";"Oxítono";"pyd";"I";2;"Fund";"M";"V3";-0,610752543862001;-2,28076995357443;-0,798416286556534
"1819";"cameta";"BE52";"Oxítono";"pyd";"I";2;"Fund";"M";"V2";-2,68608235070762;-1,28076995357443;0,203069233026724
"1820";"cameta";"BE52";"Oxítono";"pyd";"I";2;"Fund";"M";"V1";-0,204099269553751;-0,280769953574435;0,75
"1821";"cameta";"BE52";"Oxítono";"pyd";"I";3;"Fund";"M";"V4";-0,812456625559027;-9,28076995357443;0,849382976500242
"1822";"cameta";"BE52";"Oxítono";"pyd";"I";3;"Fund";"M";"V3";-2,37030599678001;-9,28076995357443;-1,14644389864528
"1823";"cameta";"BE52";"Oxítono";"pyd";"I";3;"Fund";"M";"V2";-3,30182760881995;-6,28076995357443;-0,203069233026724
"1824";"cameta";"BE52";"Oxítono";"pyd";"I";3;"Fund";"M";"V1";-1,71237786587304;-5,28076995357443;0,95
"1825";"cameta";"BE52";"Paroxítono";"pys";"A";1;"Fund";"M";"V4";-0,245996344167717;-9,28076995357443;-1,00483595221246
"1826";"cameta";"BE52";"Paroxítono";"pys";"A";1;"Fund";"M";"V3";2,31460932756705;-1,28076995357443;0,745241313525099
"1827";"cameta";"BE52";"Paroxítono";"pys";"A";1;"Fund";"M";"V2";-3,45713630087069;-12,2807699535744;3,6941925807312
"1828";"cameta";"BE52";"Paroxítono";"pys";"A";1;"Fund";"M";"V1";NA;NA;-2,91111111111111
"1829";"cameta";"BE52";"Paroxítono";"pys";"A";2;"Fund";"M";"V4";-0,631938688827205;-12,2807699535744;-1,37699741599486
"1830";"cameta";"BE52";"Paroxítono";"pys";"A";2;"Fund";"M";"V3";0,641342959175091;-4,28076995357443;0,745241313525099
"1831";"cameta";"BE52";"Paroxítono";"pys";"A";2;"Fund";"M";"V2";-3,29560818120583;-12,2807699535744;3,37572770308195
"1832";"cameta";"BE52";"Paroxítono";"pys";"A";2;"Fund";"M";"V1";NA;NA;-2,91111111111111
"1833";"cameta";"BE52";"Paroxítono";"pys";"A";3;"Fund";"M";"V4";-0,684913066069001;-12,2807699535744;-0,521026049295351
"1834";"cameta";"BE52";"Paroxítono";"pys";"A";3;"Fund";"M";"V3";1,76052987124134;-5,28076995357443;-0,0392232270276368
"1835";"cameta";"BE52";"Paroxítono";"pys";"A";3;"Fund";"M";"V2";-2,76372664631675;-11,2807699535744;3,66234609296627
"1836";"cameta";"BE52";"Paroxítono";"pys";"A";3;"Fund";"M";"V1";NA;NA;-2,91111111111111
"1837";"cameta";"BE52";"Paroxítono";"pys";"I";1;"Fund";"M";"V4";-2,41762556727347;-10,2807699535744;-1,74915887977725
"1838";"cameta";"BE52";"Paroxítono";"pys";"I";1;"Fund";"M";"V3";-2,51272992039331;-3,28076995357443;0,745241313525099
"1839";"cameta";"BE52";"Paroxítono";"pys";"I";1;"Fund";"M";"V2";-0,670109887775112;-1,28076995357443;2,29294711907453
"1840";"cameta";"BE52";"Paroxítono";"pys";"I";1;"Fund";"M";"V1";-4,31410424760802;-14,2807699535744;-0,8
"1841";"cameta";"BE52";"Paroxítono";"pys";"I";2;"Fund";"M";"V4";-2,68330727002729;-8,28076995357443;0
"1842";"cameta";"BE52";"Paroxítono";"pys";"I";2;"Fund";"M";"V3";-2,95890811271642;-4,28076995357443;1,37281294596729
"1843";"cameta";"BE52";"Paroxítono";"pys";"I";2;"Fund";"M";"V2";-0,574942437243304;-1,28076995357443;2,48402604566408
"1844";"cameta";"BE52";"Paroxítono";"pys";"I";2;"Fund";"M";"V1";-4,62811653243314;-17,2807699535744;-1,11111111111111
"1845";"cameta";"BE52";"Paroxítono";"pys";"I";3;"Fund";"M";"V4";-0,345469716047442;-4,28076995357443;-0,186080731891197
"1846";"cameta";"BE52";"Paroxítono";"pys";"I";3;"Fund";"M";"V3";-2,03639162109454;-5,28076995357443;0,98058067569092
"1847";"cameta";"BE52";"Paroxítono";"pys";"I";3;"Fund";"M";"V2";-0,358099839770015;-3,28076995357443;1,24201302283204
"1848";"cameta";"BE52";"Paroxítono";"pys";"I";3;"Fund";"M";"V1";-4,31022560055024;-16,2807699535744;-1,71111111111111
"1849";"cameta";"BE52";"Proparoxítono";"pyz";"A";1;"Fund";"M";"V4";0,833170426175637;-7,28076995357443;-0,304060569934149
"1850";"cameta";"BE52";"Proparoxítono";"pyz";"A";1;"Fund";"M";"V3";-2,12925907478388;-5,28076995357443;2,20962402150243
"1851";"cameta";"BE52";"Proparoxítono";"pyz";"A";1;"Fund";"M";"V2";-4,49740244646601;-13,2807699535744;-0,638851101098098
"1852";"cameta";"BE52";"Proparoxítono";"pyz";"A";1;"Fund";"M";"V1";NA;NA;-4,28571428571429
"1853";"cameta";"BE52";"Proparoxítono";"pyz";"A";2;"Fund";"M";"V4";0,445084671251133;-7,28076995357443;1,38999117684182
"1854";"cameta";"BE52";"Proparoxítono";"pyz";"A";2;"Fund";"M";"V3";-1,29593027207724;-5,28076995357443;0,64764842009554
"1855";"cameta";"BE52";"Proparoxítono";"pyz";"A";2;"Fund";"M";"V2";-3,47407940633983;-12,2807699535744;0,558994713460836
"1856";"cameta";"BE52";"Proparoxítono";"pyz";"A";2;"Fund";"M";"V1";NA;NA;4
"1857";"cameta";"BE52";"Proparoxítono";"pyz";"A";3;"Fund";"M";"V4";1,14950964179828;-4,28076995357443;0,781870036973525
"1858";"cameta";"BE52";"Proparoxítono";"pyz";"A";3;"Fund";"M";"V3";-1,81009013718242;-2,28076995357443;-0,038096965887973
"1859";"cameta";"BE52";"Proparoxítono";"pyz";"A";3;"Fund";"M";"V2";-3,71631813311658;-5,28076995357443;-0,259533259821102
"1860";"cameta";"BE52";"Proparoxítono";"pyz";"A";3;"Fund";"M";"V1";NA;NA;-4,28571428571429
"1861";"cameta";"BE52";"Proparoxítono";"pyz";"I";1;"Fund";"M";"V4";-3,53385623912929;-7,28076995357443;0,955618934078753
"1862";"cameta";"BE52";"Proparoxítono";"pyz";"I";1;"Fund";"M";"V3";-0,0542004478791019;-1,28076995357443;0,723842351871486
"1863";"cameta";"BE52";"Proparoxítono";"pyz";"I";1;"Fund";"M";"V2";-3,36039162262989;-10,2807699535744;-0,339389647458365
"1864";"cameta";"BE52";"Proparoxítono";"pyz";"I";1;"Fund";"M";"V1";-3,64984071791264;-21,2807699535744;-0,928571428571429
"1865";"cameta";"BE52";"Proparoxítono";"pyz";"I";2;"Fund";"M";"V4";-1,28954010118859;-4,28076995357443;1,38999117684182
"1866";"cameta";"BE52";"Proparoxítono";"pyz";"I";2;"Fund";"M";"V3";0,442297527915836;0,719230046425565;1,06671504486324
"1867";"cameta";"BE52";"Proparoxítono";"pyz";"I";2;"Fund";"M";"V2";-2,24217904996764;-7,28076995357443;-1,03813303928441
"1868";"cameta";"BE52";"Proparoxítono";"pyz";"I";2;"Fund";"M";"V1";-4,19064980079071;-21,2807699535744;1,92857142857143
"1869";"cameta";"BE52";"Proparoxítono";"pyz";"I";3;"Fund";"M";"V4";-3,47466823141697;-12,2807699535744;0,99905615835506
"1870";"cameta";"BE52";"Proparoxítono";"pyz";"I";3;"Fund";"M";"V3";-1,65583765258152;-6,28076995357443;0,761939317759459
"1871";"cameta";"BE52";"Proparoxítono";"pyz";"I";3;"Fund";"M";"V2";-3,12838678930309;-10,2807699535744;-2,55540440439239
"1872";"cameta";"BE52";"Proparoxítono";"pyz";"I";3;"Fund";"M";"V1";-3,30008456999845;-21,2807699535744;-4,21428571428571
"1873";"cameta";"BE52";"Oxítono";"swk";"A";1;"Fund";"M";"V4";1,63670413397451;-5,28076995357443;-1,40329283089125
"1874";"cameta";"BE52";"Oxítono";"swk";"A";1;"Fund";"M";"V3";2,48307645719257;-5,28076995357443;-1,62417087601113
"1875";"cameta";"BE52";"Oxítono";"swk";"A";1;"Fund";"M";"V2";5,54654988135168;-2,28076995357443;-0,552749736846831
"1876";"cameta";"BE52";"Oxítono";"swk";"A";1;"Fund";"M";"V1";-0,976137646812262;-4,28076995357443;1,65
"1877";"cameta";"BE52";"Oxítono";"swk";"A";2;"Fund";"M";"V4";1,63670413397451;-6,28076995357443;-1,18402832606449
"1878";"cameta";"BE52";"Oxítono";"swk";"A";2;"Fund";"M";"V3";2,02225457822016;-7,28076995357443;-1,30570599836189
"1879";"cameta";"BE52";"Oxítono";"swk";"A";2;"Fund";"M";"V2";4,57224893891146;-5,28076995357443;-0,880305136459769
"1880";"cameta";"BE52";"Oxítono";"swk";"A";2;"Fund";"M";"V1";-1,34072919904504;-8,28076995357443;0,7
"1881";"cameta";"BE52";"Oxítono";"swk";"A";3;"Fund";"M";"V4";0,375768218313027;-5,28076995357443;-1,4471457318566
"1882";"cameta";"BE52";"Oxítono";"swk";"A";3;"Fund";"M";"V3";1,01785115190734;-4,28076995357443;-0,668776243063406
"1883";"cameta";"BE52";"Oxítono";"swk";"A";3;"Fund";"M";"V2";3,32132274445176;-4,28076995357443;-1,02361062379043
"1884";"cameta";"BE52";"Oxítono";"swk";"A";3;"Fund";"M";"V1";-1,99393517743864;-9,28076995357443;3,35
"1885";"cameta";"BE52";"Oxítono";"swk";"I";1;"Fund";"M";"V4";-1,97372226653349;-5,28076995357443;-1,49099863282195
"1886";"cameta";"BE52";"Oxítono";"swk";"I";1;"Fund";"M";"V3";-2,68227019927896;-5,28076995357443;-0,350311365414165
"1887";"cameta";"BE52";"Oxítono";"swk";"I";1;"Fund";"M";"V2";-4,07990552451683;-6,28076995357443;-0,163777699806469
"1888";"cameta";"BE52";"Oxítono";"swk";"I";1;"Fund";"M";"V1";-1,05443980015932;-1,28076995357443;1,9
"1889";"cameta";"BE52";"Oxítono";"swk";"I";2;"Fund";"M";"V4";6,71404312162978;-15,2807699535744;-1,5348515337873
"1890";"cameta";"BE52";"Oxítono";"swk";"I";2;"Fund";"M";"V3";-2,79706231263924;-6,28076995357443;0
"1891";"cameta";"BE52";"Oxítono";"swk";"I";2;"Fund";"M";"V2";-3,90582754986587;-1,28076995357443;-0,593694161798449
"1892";"cameta";"BE52";"Oxítono";"swk";"I";2;"Fund";"M";"V1";-1,84403635576399;-2,28076995357443;1,6
"1893";"cameta";"BE52";"Oxítono";"swk";"I";3;"Fund";"M";"V4";-2,02947903036499;-4,28076995357443;-1,22788122702984
"1894";"cameta";"BE52";"Oxítono";"swk";"I";3;"Fund";"M";"V3";-3,13874786311328;-7,28076995357443;-0,828008681888027
"1895";"cameta";"BE52";"Oxítono";"swk";"I";3;"Fund";"M";"V2";-3,71515220116725;-4,28076995357443;-0,491333099419406
"1896";"cameta";"BE52";"Oxítono";"swk";"I";3;"Fund";"M";"V1";-2,3136447331417;-2,28076995357443;1,75
"1897";"cameta";"BE52";"Proparoxítono";"swp";"A";1;"Fund";"M";"V4";2,92506800346626;-0,280769953574435;0,329252303934259
"1898";"cameta";"BE52";"Proparoxítono";"swp";"A";1;"Fund";"M";"V3";-2,09608491402441;-0,280769953574435;0,823529411764706
"1899";"cameta";"BE52";"Proparoxítono";"swp";"A";1;"Fund";"M";"V2";-4,61884053420284;-16,2807699535744;-1,95237412036791
"1900";"cameta";"BE52";"Proparoxítono";"swp";"A";1;"Fund";"M";"V1";-5,85372971778035;-21,2807699535744;-4,21428571428571
"1901";"cameta";"BE52";"Proparoxítono";"swp";"A";2;"Fund";"M";"V4";2,87828229959909;-3,28076995357443;-0,14110813025754
"1902";"cameta";"BE52";"Proparoxítono";"swp";"A";2;"Fund";"M";"V3";-1,30355638305835;-0,280769953574435;0,431372549019608
"1903";"cameta";"BE52";"Proparoxítono";"swp";"A";2;"Fund";"M";"V2";-6,22740111573668;-12,2807699535744;-1,99576021193164
"1904";"cameta";"BE52";"Proparoxítono";"swp";"A";2;"Fund";"M";"V1";-4,68257705556175;-20,2807699535744;-2,42857142857143
"1905";"cameta";"BE52";"Proparoxítono";"swp";"A";3;"Fund";"M";"V4";1,95057612423513;-4,28076995357443;0,282216260515079
"1906";"cameta";"BE52";"Proparoxítono";"swp";"A";3;"Fund";"M";"V3";-0,737452796120365;0,719230046425565;0,588235294117647
"1907";"cameta";"BE52";"Proparoxítono";"swp";"A";3;"Fund";"M";"V2";-4,18809154732376;-15,2807699535744;-2,12591848662283
"1908";"cameta";"BE52";"Proparoxítono";"swp";"A";3;"Fund";"M";"V1";-4,80806339331626;-19,2807699535744;-4,28571428571429
"1909";"cameta";"BE52";"Proparoxítono";"swp";"I";1;"Fund";"M";"V4";-2,51169284964498;-5,28076995357443;0,329252303934259
"1910";"cameta";"BE52";"Proparoxítono";"swp";"I";1;"Fund";"M";"V3";0,507650953025291;3,71923004642557;0,235294117647059
"1911";"cameta";"BE52";"Proparoxítono";"swp";"I";1;"Fund";"M";"V2";-3,94951269537524;-12,2807699535744;-1,99576021193164
"1912";"cameta";"BE52";"Proparoxítono";"swp";"I";1;"Fund";"M";"V1";-5,20098129751743;-18,2807699535744;-4,28571428571429
"1913";"cameta";"BE52";"Proparoxítono";"swp";"I";2;"Fund";"M";"V4";-3,83173758380532;-9,28076995357443;1,74033360650965
"1914";"cameta";"BE52";"Proparoxítono";"swp";"I";2;"Fund";"M";"V3";0,265467738736097;1,71923004642557;0,235294117647059
"1915";"cameta";"BE52";"Proparoxítono";"swp";"I";2;"Fund";"M";"V2";-4,62288878422053;-13,2807699535744;-1,60528538785806
"1916";"cameta";"BE52";"Proparoxítono";"swp";"I";2;"Fund";"M";"V1";-4,9335200769536;-16,2807699535744;-4,07142857142857
"1917";"cameta";"BE52";"Proparoxítono";"swp";"I";3;"Fund";"M";"V4";-2,18395882237219;-6,28076995357443;0,799612738126058
"1918";"cameta";"BE52";"Proparoxítono";"swp";"I";3;"Fund";"M";"V3";-0,438373496971896;2,71923004642557;-0,0392156862745098
"1919";"cameta";"BE52";"Proparoxítono";"swp";"I";3;"Fund";"M";"V2";-3,95584516628782;-11,2807699535744;-1,95237412036791
"1920";"cameta";"BE52";"Proparoxítono";"swp";"I";3;"Fund";"M";"V1";-4,19252881969163;-18,2807699535744;-3,64285714285714
"1921";"cameta";"BE52";"Proparoxítono";"syp";"A";1;"Fund";"M";"V4";4,75750515193828;0,719230046425565;-0,752576694706878
"1922";"cameta";"BE52";"Proparoxítono";"syp";"A";1;"Fund";"M";"V3";-0,602675873315386;1,71923004642557;0,313725490196078
"1923";"cameta";"BE52";"Proparoxítono";"syp";"A";1;"Fund";"M";"V2";-4,93909840524061;-8,28076995357443;-1,86560193724044
"1924";"cameta";"BE52";"Proparoxítono";"syp";"A";1;"Fund";"M";"V1";-6,12086060972281;-15,2807699535744;-3,85714285714286
"1925";"cameta";"BE52";"Proparoxítono";"syp";"A";2;"Fund";"M";"V4";2,56435639471096;-5,28076995357443;1,74033360650965
"1926";"cameta";"BE52";"Proparoxítono";"syp";"A";2;"Fund";"M";"V3";-0,851935507879441;1,71923004642557;0,431372549019608
"1927";"cameta";"BE52";"Proparoxítono";"syp";"A";2;"Fund";"M";"V2";-3,89032468766292;-7,28076995357443;-2,06083934927723
"1928";"cameta";"BE52";"Proparoxítono";"syp";"A";2;"Fund";"M";"V1";-4,74843447228687;-14,2807699535744;-2,57142857142857
"1929";"cameta";"BE52";"Proparoxítono";"syp";"A";3;"Fund";"M";"V4";2,51950367171938;-5,28076995357443;-0,188144173676719
"1930";"cameta";"BE52";"Proparoxítono";"syp";"A";3;"Fund";"M";"V3";-2,29793581379914;-2,28076995357443;0,0196078431372549
"1931";"cameta";"BE52";"Proparoxítono";"syp";"A";3;"Fund";"M";"V2";-4,37129262716348;-13,2807699535744;-1,77882975411298
"1932";"cameta";"BE52";"Proparoxítono";"syp";"A";3;"Fund";"M";"V1";-4,55712037192441;-21,2807699535744;-1,78571428571429
"1933";"cameta";"BE52";"Proparoxítono";"syp";"I";1;"Fund";"M";"V4";-0,984847420874146;-2,28076995357443;0,235180217095899
"1934";"cameta";"BE52";"Proparoxítono";"syp";"I";1;"Fund";"M";"V3";0,296388972725542;2,71923004642557;0,627450980392157
"1935";"cameta";"BE52";"Proparoxítono";"syp";"I";1;"Fund";"M";"V2";-2,90754918083793;-11,2807699535744;-1,56189929629432
"1936";"cameta";"BE52";"Proparoxítono";"syp";"I";1;"Fund";"M";"V1";-3,65165588377364;-17,2807699535744;-2,21428571428571
"1937";"cameta";"BE52";"Proparoxítono";"syp";"I";2;"Fund";"M";"V4";-2,62108222960204;-7,28076995357443;0,0940720868383597
"1938";"cameta";"BE52";"Proparoxítono";"syp";"I";2;"Fund";"M";"V3";-0,374552093169868;2,71923004642557;0,764705882352941
"1939";"cameta";"BE52";"Proparoxítono";"syp";"I";2;"Fund";"M";"V2";-4,37590785029194;-9,28076995357443;-2,1476115324047
"1940";"cameta";"BE52";"Proparoxítono";"syp";"I";2;"Fund";"M";"V1";-5,19145082465231;-16,2807699535744;-4,28571428571429
"1941";"cameta";"BE52";"Proparoxítono";"syp";"I";3;"Fund";"M";"V4";-2,84575193499073;-11,2807699535744;-0,235180217095899
"1942";"cameta";"BE52";"Proparoxítono";"syp";"I";3;"Fund";"M";"V3";-0,144867390580051;2,71923004642557;0,372549019607843
"1943";"cameta";"BE52";"Proparoxítono";"syp";"I";3;"Fund";"M";"V2";-3,3680883742313;-6,28076995357443;-1,67036452520365
"1944";"cameta";"BE52";"Proparoxítono";"syp";"I";3;"Fund";"M";"V1";-4,49740244646601;-15,2807699535744;-2,21428571428571
"1945";"cameta";"BE52";"Oxítono";"twb";"A";1;"Fund";"M";"V4";NA;NA;NA
"1946";"cameta";"BE52";"Oxítono";"twb";"A";1;"Fund";"M";"V3";1,68025739854546;-1,28076995357443;-1,21841539816034
"1947";"cameta";"BE52";"Oxítono";"twb";"A";1;"Fund";"M";"V2";3,1289582603359;0,719230046425565;-0,609207699080171
"1948";"cameta";"BE52";"Oxítono";"twb";"A";1;"Fund";"M";"V1";-2,45220815932587;-9,28076995357443;1,3
"1949";"cameta";"BE52";"Oxítono";"twb";"A";2;"Fund";"M";"V4";NA;NA;NA
"1950";"cameta";"BE52";"Oxítono";"twb";"A";2;"Fund";"M";"V3";3,13061724558911;1,71923004642557;-0,812276932106895
"1951";"cameta";"BE52";"Oxítono";"twb";"A";2;"Fund";"M";"V2";5,12199753368508;2,71923004642557;-0,406138466053448
"1952";"cameta";"BE52";"Oxítono";"twb";"A";2;"Fund";"M";"V1";-1,9725300797379;-6,28076995357443;0,05
"1953";"cameta";"BE52";"Oxítono";"twb";"A";3;"Fund";"M";"V4";NA;NA;NA
"1954";"cameta";"BE52";"Oxítono";"twb";"A";3;"Fund";"M";"V3";0,376512883152249;-2,28076995357443;-1,01534616513362
"1955";"cameta";"BE52";"Oxítono";"twb";"A";3;"Fund";"M";"V2";2,14725831415791;-4,28076995357443;-0,812276932106895
"1956";"cameta";"BE52";"Oxítono";"twb";"A";3;"Fund";"M";"V1";-3,72408875760056;-12,2807699535744;1,7
"1957";"cameta";"BE52";"Oxítono";"twb";"I";1;"Fund";"M";"V4";NA;NA;NA
"1958";"cameta";"BE52";"Oxítono";"twb";"I";1;"Fund";"M";"V3";-2,24852405353545;-2,28076995357443;-1,38087078458172
"1959";"cameta";"BE52";"Oxítono";"twb";"I";1;"Fund";"M";"V2";-3,07208604845619;-3,28076995357443;-0,263990002934741
"1960";"cameta";"BE52";"Oxítono";"twb";"I";1;"Fund";"M";"V1";-2,07708946886907;-1,28076995357443;5,65
"1961";"cameta";"BE52";"Oxítono";"twb";"I";2;"Fund";"M";"V4";NA;NA;NA
"1962";"cameta";"BE52";"Oxítono";"twb";"I";2;"Fund";"M";"V3";-1,65148190784042;-1,28076995357443;-0,913811548620257
"1963";"cameta";"BE52";"Oxítono";"twb";"I";2;"Fund";"M";"V2";-3,18750549914493;-4,28076995357443;-0,670128468988189
"1964";"cameta";"BE52";"Oxítono";"twb";"I";2;"Fund";"M";"V1";0,0396726741365209;4,71923004642557;0,5
"1965";"cameta";"BE52";"Oxítono";"twb";"I";3;"Fund";"M";"V4";NA;NA;NA
"1966";"cameta";"BE52";"Oxítono";"twb";"I";3;"Fund";"M";"V3";-2,95780943966912;-9,28076995357443;-1,01534616513362
"1967";"cameta";"BE52";"Oxítono";"twb";"I";3;"Fund";"M";"V2";-4,43301278944191;-8,28076995357443;-0,304603849540086
"1968";"cameta";"BE52";"Oxítono";"twb";"I";3;"Fund";"M";"V1";-1,24010128775097;-4,28076995357443;2,8
"1969";"cameta";"BE52";"Paroxítono";"twf";"A";1;"Fund";"M";"V4";NA;NA;NA
"1970";"cameta";"BE52";"Paroxítono";"twf";"A";1;"Fund";"M";"V3";1,89511166774062;-2,28076995357443;-0,873197702014912
"1971";"cameta";"BE52";"Paroxítono";"twf";"A";1;"Fund";"M";"V2";-3,19703795652117;-6,28076995357443;1,75246043084676
"1972";"cameta";"BE52";"Paroxítono";"twf";"A";1;"Fund";"M";"V1";NA;NA;-2,91111111111111
"1973";"cameta";"BE52";"Paroxítono";"twf";"A";2;"Fund";"M";"V4";NA;NA;NA
"1974";"cameta";"BE52";"Paroxítono";"twf";"A";2;"Fund";"M";"V3";3,82914706309622;1,71923004642557;-0,548286929172154
"1975";"cameta";"BE52";"Paroxítono";"twf";"A";2;"Fund";"M";"V2";-2,11114044086183;-2,28076995357443;2,66678761215811
"1976";"cameta";"BE52";"Paroxítono";"twf";"A";2;"Fund";"M";"V1";NA;NA;-2,91111111111111
"1977";"cameta";"BE52";"Paroxítono";"twf";"A";3;"Fund";"M";"V4";NA;NA;NA
"1978";"cameta";"BE52";"Paroxítono";"twf";"A";3;"Fund";"M";"V3";1,5928196626905;-3,28076995357443;-0,263990002934741
"1979";"cameta";"BE52";"Paroxítono";"twf";"A";3;"Fund";"M";"V2";-3,19311091985138;-5,28076995357443;1,75246043084676
"1980";"cameta";"BE52";"Paroxítono";"twf";"A";3;"Fund";"M";"V1";NA;NA;-2,91111111111111
"1981";"cameta";"BE52";"Paroxítono";"twf";"I";1;"Fund";"M";"V4";NA;NA;NA
"1982";"cameta";"BE52";"Paroxítono";"twf";"I";1;"Fund";"M";"V3";-4,37194576282867;0,719230046425565;-0,467059235961465
"1983";"cameta";"BE52";"Paroxítono";"twf";"I";1;"Fund";"M";"V2";-0,634068859070785;2,71923004642557;2,97156333926189
"1984";"cameta";"BE52";"Paroxítono";"twf";"I";1;"Fund";"M";"V1";-5,31828626356166;-16,2807699535744;-1,64444444444444
"1985";"cameta";"BE52";"Paroxítono";"twf";"I";2;"Fund";"M";"V4";NA;NA;NA
"1986";"cameta";"BE52";"Paroxítono";"twf";"I";2;"Fund";"M";"V3";-3,30066167687063;-0,280769953574435;-0,324910772842758
"1987";"cameta";"BE52";"Paroxítono";"twf";"I";2;"Fund";"M";"V2";0,141332292449116;0,719230046425565;2,51439974860622
"1988";"cameta";"BE52";"Paroxítono";"twf";"I";2;"Fund";"M";"V1";-4,44093968651738;-19,2807699535744;-2,15555555555556
"1989";"cameta";"BE52";"Paroxítono";"twf";"I";3;"Fund";"M";"V4";NA;NA;NA
"1990";"cameta";"BE52";"Paroxítono";"twf";"I";3;"Fund";"M";"V3";-1,6072779711662;-2,28076995357443;-0,913811548620257
"1991";"cameta";"BE52";"Paroxítono";"twf";"I";3;"Fund";"M";"V2";0,879897646366175;0,719230046425565;2,17152705561446
"1992";"cameta";"BE52";"Paroxítono";"twf";"I";3;"Fund";"M";"V1";0,423996877347349;-17,2807699535744;-1,37777777777778
"1993";"cameta";"BE52";"Oxítono";"twg";"A";1;"Fund";"M";"V4";NA;NA;NA
"1994";"cameta";"BE52";"Oxítono";"twg";"A";1;"Fund";"M";"V3";0,188046798043388;1,71923004642557;-0,995039241830947
"1995";"cameta";"BE52";"Oxítono";"twg";"A";1;"Fund";"M";"V2";3,44742693258937;2,71923004642557;-0,812276932106895
"1996";"cameta";"BE52";"Oxítono";"twg";"A";1;"Fund";"M";"V1";-3,44121846548213;-9,28076995357443;0,55
"1997";"cameta";"BE52";"Oxítono";"twg";"A";2;"Fund";"M";"V4";NA;NA;NA
"1998";"cameta";"BE52";"Oxítono";"twg";"A";2;"Fund";"M";"V3";1,37438088840229;2,71923004642557;-1,01534616513362
"1999";"cameta";"BE52";"Oxítono";"twg";"A";2;"Fund";"M";"V2";4,39106642271335;2,71923004642557;-0,812276932106895
"2000";"cameta";"BE52";"Oxítono";"twg";"A";2;"Fund";"M";"V1";-2,1846009119599;-7,28076995357443;0,9
"2001";"cameta";"BE52";"Oxítono";"twg";"A";3;"Fund";"M";"V4";NA;NA;NA
"2002";"cameta";"BE52";"Oxítono";"twg";"A";3;"Fund";"M";"V3";1,24102516500446;-0,280769953574435;-0,893504625317585
"2003";"cameta";"BE52";"Oxítono";"twg";"A";3;"Fund";"M";"V2";2,39882999508125;0,719230046425565;-0,609207699080171
"2004";"cameta";"BE52";"Oxítono";"twg";"A";3;"Fund";"M";"V1";-3,4896767708614;-13,2807699535744;-0,15
"2005";"cameta";"BE52";"Oxítono";"twg";"I";1;"Fund";"M";"V4";NA;NA;NA
"2006";"cameta";"BE52";"Oxítono";"twg";"I";1;"Fund";"M";"V3";-2,1880694308007;-9,28076995357443;-0,873197702014912
"2007";"cameta";"BE52";"Oxítono";"twg";"I";1;"Fund";"M";"V2";-3,13008432723665;-5,28076995357443;-0,324910772842758
"2008";"cameta";"BE52";"Oxítono";"twg";"I";1;"Fund";"M";"V1";-1,30598628758016;-1,28076995357443;3,7
"2009";"cameta";"BE52";"Oxítono";"twg";"I";2;"Fund";"M";"V4";NA;NA;NA
"2010";"cameta";"BE52";"Oxítono";"twg";"I";2;"Fund";"M";"V3";-2,96110608652458;-7,28076995357443;-0,751356162198878
"2011";"cameta";"BE52";"Oxítono";"twg";"I";2;"Fund";"M";"V2";-1,97216330257636;-13,2807699535744;-0,873197702014912
"2012";"cameta";"BE52";"Oxítono";"twg";"I";2;"Fund";"M";"V1";-1,37373972274193;-3,28076995357443;3,8
"2013";"cameta";"BE52";"Oxítono";"twg";"I";3;"Fund";"M";"V4";NA;NA;NA
